window_index,t_start,t_end,proposed_intent,effective_intent,did_change,change_reason,pose_mode,state_label,state_confidence,valence,arousal,valence_trend,arousal_trend,valence_volatility,arousal_volatility,analysis_time_s,video
15,45.0,48.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6137434325100463,0.203401735075462,mixed,mixed,0.012253105640411377,0.0075571537017822266,12.394756555557251,video46
16,48.0,51.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6210883013260218,0.20196891603646455,mixed,mixed,0.010825574398040771,0.01891466975212097,12.440903425216675,video46
17,51.0,54.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6189821185889067,0.19468583736890627,mixed,mixed,0.004882395267486572,0.01087014377117157,12.286591529846191,video46
18,54.0,57.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6262638969921771,0.22010845713961272,mixed,mixed,0.007540583610534668,0.011433631181716919,12.099174737930298,video46
19,57.0,60.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.628953128317256,0.23797443472308877,mixed,mixed,0.004592418670654297,0.018888160586357117,12.356750726699829,video46
20,60.0,63.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6286052101188235,0.23870472729574016,mixed,mixed,0.021080076694488525,0.018343105912208557,12.281196117401123,video46
21,63.0,66.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5965438187122345,0.2008658347674358,mixed,mixed,0.00693511962890625,0.007274225354194641,12.33678388595581,video46
22,66.0,69.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6319735013408425,0.23083479748463925,mixed,mixed,0.011601090431213379,0.019438505172729492,12.442508697509766,video46
23,69.0,72.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6403541208049397,0.2339597268053043,mixed,mixed,0.019737958908081055,0.021497279405593872,12.485980749130249,video46
24,72.0,75.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6304261666021229,0.21942053063784117,mixed,mixed,0.013348579406738281,0.022349223494529724,12.436389923095703,video46
25,75.0,78.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6234975206999132,0.20629551491619627,mixed,mixed,0.008071362972259521,0.021376073360443115,12.31693148612976,video46
26,78.0,81.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6089382848621886,0.20042247674715372,mixed,mixed,0.011901438236236572,0.006682306528091431,12.352991819381714,video46
27,81.0,84.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6303185688124763,0.2531894738339398,mixed,mixed,0.012343049049377441,0.022136494517326355,12.545879125595093,video46
28,84.0,87.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6328376803869082,0.21754161576613967,mixed,mixed,0.0060555338859558105,0.008310824632644653,12.402064323425293,video46
29,87.0,90.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6205759158840886,0.2060444812623807,mixed,mixed,0.006271302700042725,0.012800931930541992,12.318934679031372,video46
30,90.0,93.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6047982146710525,0.18544568438772802,mixed,mixed,0.019449710845947266,0.006844237446784973,12.525652170181274,video46
31,93.0,96.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6147888494126591,0.20778913887930506,mixed,mixed,0.013830780982971191,0.015516966581344604,12.453055143356323,video46
32,96.0,99.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.5951795977206877,0.23049420173521395,mixed,mixed,0.006358981132507324,0.0061387717723846436,12.40474534034729,video46
33,99.0,102.0,CHECK_IN,CHECK_IN,False,same,REACTION_POSE,positive-low-arousal,0.55,0.618561581696993,0.23052753544883964,mixed,falling,0.032740116119384766,0.008513107895851135,12.418946027755737,video46
34,102.0,105.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.6155122936139872,0.19296428230073717,mixed,mixed,0.020037829875946045,0.012354075908660889,12.751578092575073,video46
